gastvrouw	'xAst-frA+w
steekwagen	'stek-wa-G@
dwarsdoorsnede	'dwArz-dor-sne-d@
sedimentologie	se-di-mEn-to-lo-'Gi
krullenmand	'krY-l@-mAnt
voddenkoper	'vO-d@-ko-p@r
postlading	'pOst-la-dIN
betaalomroep	b@-'ta-lOm-rup
monstering	'mOn-st@-rIN
traproe	'trAp-ru
hydrodynamica	hi-dro-di-'na-mi-ka
assistente	A-si-'stEn-t@
strafrechtspraak	'strAf-rExt-sprak
emancipatieonderzoek	e-mAn-si-'pats-jOn-d@r-zuk
smartcard	'smArt-kArt
egopsychologie	'e-Go-psi-xo-lo-Gi
sleephopperzuiger	'slep-hO-p@r-zY+-G@r
wanhoopskreet	'wAn-hops-kret
niet-roker	'nit-ro-k@r
vlammenwerper	'vlA-m@-wEr-p@r
topi	'to-pi
metalhoek	me-'tAl-huk
hutbewoonster	'hYd-b@-won-st@r
rekwirent	re-kwi-'rEnt
celkweek	'sElk-wek
karakteristiek	ka-rAk-t@-rIs-'tik
zegelring	'ze-G@l-rIN
bollenbakker	'bO-l@-bA-k@r
woordbuiging	'word-bY+-GIN
communicatiedoelstelling	kO-my-ni-'ka-tsi-dul-stE-lIN
oorlogsherinnering	'or-lOxs-hEr-I-n@-rIN
begrafenisvereniging	b@-'Gra-f@-nIs-f@-re-n@-GIN
weerkenner	'wer-kE-n@r
homerun	'hom-rYn
win-winsituatie	wIn-'wIn-si-ty-'wa-tsi
supernova-explosie	'sy-p@r-no-va-Eks-plo-zi
onderzoekschool	'On-d@r-zuk-sxol
genadeslag	x@-'na-d@-slAx
groepsruimte	'xrups-rY+m-t@
premiebouw	'pre-mi-bA+w
rijsberm	'rE+z-bErm
fysio	'fi-zi-jo
lamsrug	'lAms-rYx
kalligrafiecursus	'kA-lIx-ra-fi-kYr-zYs
steunbetuiging	'st2m-b@-tY+-GIN
afdwong	'Av-dwON
automatiseringsdeskundige	A+-to-ma-ti-'ze-rINz-dEs-kYn-d@-G@
lastgever	'lAst-xe-v@r
limonade	li-mo-'na-d@
subcultuur	'sYp-kYl-tyr
praktijkervaring	prAk-'tE+k-Er-va-rIN
vriendjestijd	'vrint-j@s-tE+t
leestest	les-'tEst
uitbraakpoging	'Y+d-brak-po-GIN
alkaliketen	Al-ka-li-'ke-t@
krol	'krOl
kajuitdeur	ka-'jY+-d2r
niet-ingezetene	'nit-In-G@-ze-t@-n@
harmonieleer	hAr-mo-'ni-ler
kortswijl	'kOrts-wE+l
60-plusser	zEs-t@x-'plY-s@r
krot	'krOt
oertijd	'ur-tE+t
krop	'krOp
tilde	'tIl-d@
radiatorruimte	ra-di-'ja-tO-rY+m-t@
wipmolen	'wIp-mo-l@
ziekenhuiszorg	'zi-k@-hY+-sOrx
kerkvisitatie	'kErk-fi-si-ta-tsi
coopertest	'ku-p@r-tEst
vraatziekte	'vrat-sik-t@
hofstede	'hOf-ste-d@
zolderladder	'zOl-d@r-lA-d@r
spurter	'spYr-t@r
stralingsenergie	'stra-lINs-e-nEr-Zi
drijfbeitel	'drE+v-bE+-t@l
bijouterie	bi-Zu-t@-'ri
internetmogelijkheid	In-t@r-nEt-'mo-G@-l@k-hE+t
sprintwinnaar	'sprInt-wI-nar
onnozelaar	O-'no-z@-lar
kneedmassage	'kned-mA-sa-Z@
klokkenmaker	'klO-k@-ma-k@r
axolotl	'Ak-so-lOtl
grillroom	'grIl-rum
ondubbelzinnigheid	On-dY-b@l-'zI-n@x-hE+t
grafie	xra-'fi
adresschrijver	A-'drE-sxrE+-v@r
minstreel	'mIn-strel
ardennenclub	Ar-'dE-n@k-lYp
resonatorgitaar	re-so-na-tOr-Gi-'tar
douanier	du-wa-'nir
junimaand	'jy-ni-mant
levendigheid	'le-v@n-d@x-hE+t
gevangenbewaarster	x@-'vA-N@-b@-war-st@r
resonansbodem	re-zo-'nAnz-bo-d@m
schooister	'sxoj-st@r
stadsschouwburg	'stAt-sxA+w-bYrx
onderduikperiode	'On-d@r-dY+k-pe-ri-jo-d@
nettigheid	'nE-t@x-hE+t
puntenberekening	'pYn-t@-b@-re-k@-nIN
ratelkous	'ra-t@l-kA+s
public-relationsman	'py-blIk-r@-'lats-jOns-mAn
baardvleermuis	'bart-fler-mY+s
decorontwerper	de-ko-'rOnt-wEr-p@r
gebruikswaarde	x@-'brY+ks-war-d@
agnosticus	AG-'nOs-ti-kYs
plantluis	'plAnt-lY+s
tagrijn	tAG-'rE+n
kandidaat-notaris	kAn-di-dat-no-'ta-r@s
oud-hoogleraar	'A+t-'hox-le-rar
zuurkoolstamp	'zyr-kol-stAmp
marktinvloed	'mArkt-In-vlut
bouwopdracht	'bA+-wOb-drAxt
uitingsdrang	'Y+-tINz-drAN
milieuinspectie	mi-li-jY+ns-'pEk-si
drugshandelaar	'drYxs-hAn-d@-lar
bevoegdheidsverdeling	b@-'vuxt-hE+ts-f@r-de-lIN
aardbeving	'ard-be-vIN
tijgerin	tE+-G@-'rIn
antipathie	An-ti-pa-'ti
baardschimmel	'bart-sxI-m@l
roljaloezie	'rOl-ja-lu-zi
hefboomsarm	'hEv-boms-Arm
kust	'kYst
afwerker	'Af-wEr-k@r
veiligheidsfirma	'vE+-l@x-hE+ts-fIr-ma
kneuzing	'kn2-zIN
bladgrond	'blAt-xrOnt
voetbaldemocratie	vud-bAl-d@-mOk-'rat-si
dwergengestalte	'dwEr-G@-G@-stAl-t@
accumulatorcentrale	A-ky-my-'la-tOr-sEn-tra-l@
wervelbeweging	'wEr-v@l-b@-we-GIN
productiemaatschappij	pro-'dYk-si-mat-sxA-pE+
volgroeiing	vOl-'Gru-jIN
verbitterdheid	v@r-'bI-t@rt-hE+t
trepaan	tre-'pan
gedeputeerde	x@-de-py-'ter-d@
eredivisieclub	'e-r@-di-vi-sik-lYp
spanbroek	'spAm-bruk
muskaatnoot	mYs-'kat-not
berusting	b@-'rYs-tIN
hertstong	'hErts-tON
juttenpeer	'jY-t@-per
gasthoogleraar	'xAst-hoG-le-rar
nijverheid	'nE+-v@r-hE+t
invalster	'In-vAl-st@r
halssnoer	'hAl-snur
vetbuik	'vEd-bY+k
ambulancewagen	Am-by-'lAn-s@-wa-G@
speltechniek	'spEl-tEx-nik
scheepvaartinspectie	'sxep-fart-In-spEk-si
voetzoeker	'vut-su-k@r
watergladheid	'wa-t@r-GlAt-hE+t
vuilheid	'vY+l-hE+t
lamelvloer	la-'mEl-vlur
taxideur	'tAk-si-d2r
sledetocht	'sle-d@-tOxt
sleeptros	'slep-trOs
eindevaluatie	E+n-d@-va-ly-'wat-si
betoogvraag	b@-'tox-frax
heksensabbat	'hEk-s@-sA-bAt
pederastie	pe-d@-rAs-'ti
ondermeester	'On-d@r-mes-t@r
fop	'fOp
schutsengel	'sxYts-E-N@l
hypermetropie	hi-p@r-me-tro-'pi
getuigenispartij	x@-'tY+-G@-nIs-pAr-tE+
afvalhinder	'A-fAl-hIn-d@r
ellenwaar	'E-l@-war
gesel	'xe-s@l
speciaalzaak	spe-'Sal-zak
vernieuwerwetsing	v@r-ni-w@r-'wEt-sIN
jaarmis	'jar-mIs
mosselschelp	'mO-s@l-sxElp
parlementszitting	pAr-l@-'mEnt-sI-tIN
kippencrisis	'kI-p@k-ri-z@s
maatkleding	'mat-kle-dIN
kernspreker	'kErn-spre-k@r
bijscholingsnamiddag	'bE+-sxo-lINs-na-mI-dAx
oliepalm	'o-li-pAlm
fok	'fOk
leuningstoel	'l2-nIN-stul
haringkoning	'ha-rIN-ko-nIN
roofdruk	'rov-drYk
binnenvisser	'bI-n@-vI-s@r
afwijkingsmogelijkheid	Af-wE+-kINs-'mo-G@-l@k-hE+t
adjunctie	At-'jYNk-si
beroemdheid	b@-'rumt-hE+t
trampoline	trAm-po-'li-n@
zeecontainer	'ze-kOn-te-n@r
ringleiding	'rIn-GlE+-dIN
achttienjarigen-map	Ax-tin-'ja-r@-G@-'mAp
atoommacht	a-'to-mAxt
pedel	p@-'dEl
oplawaai	'Op-la-waj
schoonheidsspecialist	'sxon-hE+t-spe-Sa-lIst
stoeipoes	'stuj-pus
grotbewoner	'xrOd-b@-wo-n@r
weerkalender	wer-'ka-l@n-d@r
arbeidersbuurt	'Ar-bE+-d@rz-byrt
oliehaard	'o-li-hart
inrijlaan	'In-rE+-lan
grappenmaker	'xrA-p@-ma-k@r
spijsuitdeling	'spE+s-Y+-de-lIN
geneesmiddelenleer	x@-'nes-mI-d@-l@-ler
raadsheer	'rats-her
oproepingsbrief	'Op-ru-pINz-brif
technologie	tEx-no-lo-'Gi
strafverordening	'strA-f@r-Or-d@-nIN
buitensluiting	'bY+-t@-slY+-tIN
paardensport	'par-d@-spOrt
godsdienstleraar	'xOdz-dinst-le-rar
termiet	tEr-'mit
zendapparatuur	'zEnd-A-pa-ra-tyr
diesrede	'di-jEs-re-d@
modellenbouwer	mo-dE-l@m-'bA+-w@r
katrolschijf	kA-'trOl-sxE+f
belichting	b@-'lIx-tIN
rebus	're-bYs
mediatraining	me-di-'jAt-re-nIN
bedrijfscommunicatie	b@-'drE+fs-kO-my-ni-ka-tsi
tramconducteur	'trEm-kOn-dYk-t2r
koffieprut	'kO-fi-prYt
konstabelskamer	kOn-'sta-b@ls-ka-m@r
hoofdklemtoon	'hoft-klEm-ton
kluisjesruimte	'klY+s-j@s-rY+m-t@
citroenmelisse	si-'trun-me-lI-s@
kous	'kA+s
kerstdrukte	'kErs-drYk-t@
hangbrug	'hAN-brYx
kout	'kA+t
weigeraar	'wE+-G@-rar
rentabiliteit	rEn-ta-bi-li-'tE+t
perforateur	pEr-fo-ra-'t2r
krachtendriehoek	'krAx-t@-dri-huk
artiestennaam	Ar-'tis-t@-nam
aflatoxine	Af-la-tOk-'si-n@
degen	'de-G@
mamba	'mAm-ba
degel	'de-G@l
lias	li-'jAs
niet-erkenning	'nit-'Er-kE-nIN
boonerwt	'bon-Ert
hallo	hA-'lo
heldenfiguur	'hEl-d@-fi-Gyr
formule-e&eacute;nlegende	fOr-my-l@-'en-l@-GEn-d@
schildslak	'sxIlt-slAk
pocketuitgave	'pO-k@t-Y+t-xa-v@
energieschaarste	e-nEr-'Zi-sxars-t@
collegevorming	kO-'le-G@-vOr-mIN
beugelbaan	'b2-G@l-ban
symboolfunctie	sIm-'bol-fYNk-si
sigarettenrook	si-Ga-'rE-t@-rok
suprageleiding	'sy-pra-G@-lE+-dIN
strekzit	'strEk-sIt
stijfkoppigheid	stE+f-'kO-p@x-hE+t
wandtegel	'wAn-te-G@l
motorbende	mo-tOr-'bEn-d@
paardmens	'pard-mEns
icon	'i-kOn
boomchirurgie	'bom-Si-rYr-Gi
balroos	'bAl-ros
metekind	'me-t@-kInt
afstammeling	'Af-stA-m@-lIN
zymose	zi-'mo-z@
urentabel	'y-r@-ta-bEl
metaalbeits	me-'tal-bE+ts
moppentapster	'mO-p@-tAp-st@r
bakkerij	bA-k@-'rE+
bakkerin	bA-k@-'rIn
bekoringskracht	b@-'ko-rINs-krAxt
vermomde	v@r-'mOm-d@
haagroos	'haG-ros
boterwaag	'bo-t@r-wax
overspanningsbeveiliging	'o-v@r-spA-nINz-b@-vE+-li-GIN
elektriciteitscentrale	e-lEk-tri-si-'tE+t-sEn-tra-l@
probleemstructuur	pro-'blems-trYk-tyr
baggerpoot	'bA-G@-rpot
montessori-school	'mOn-tE-so-ri-'sxol
lantarendrager	lAn-'ta-r@n-dra-G@r
kamerjas	'ka-m@r-jAs
siamees	si-ja-'mes
geheelonthoudersvereniging	x@-'hel-Ont-hA+-d@rs-f@r-e-n@-GIN
quaestrix	'kwEs-trIks
weekloon	'wek-lon
munitiekamer	my-'nit-si-ka-m@r
serendipitist	se-rEn-di-pi-'tIst
vreemdelingenwet	'vrem-d@-lI-N@-wEt
tekstpagina	'tEkst-pa-Gi-na
slagaderverkalking	'slAG-a-d@r-v@r-kAl-kIN
consumptiebeperking	kOn-'sYmp-si-b@-pEr-kIN
schooldag	'sxol-dAx
parabellum	pa-ra-'bE-lYm
gala-avond	'xa-la-a-vOnt
peso	'pe-zo
moezelwijn	'mu-z@l-wE+n
goederenwagen	'xu-d@-r@-wa-G@
fietszak	'fit-sAk
pest	'pEst
coleman-lamp	'ko-l@-mAn-'lAmp
mommerij	mO-m@-'rE+
kaarsensnuiter	'kar-s@-snY+-t@r
roerdomp	'rur-dOmp
rijksconsulent	'rE+ks-kOn-zy-lEnt
kabelsteek	'ka-b@l-stek
telefilm	te-l@-'fIlm
concilievader	kOn-'si-li-va-d@r
kousenband	'kA+-s@-bAnt
sluiphaven	'slY+p-ha-v@
bestuurskwaliteit	b@-'styrs-kwa-li-tE+t
mediapax	me-di-'ja-pAks
cassis	'kA-sIs
lynchwet	'lInS-wEt
pektoorts	'pEk-torts
poelier	pu-'lir
bekentenis	b@-'kEn-t@-nIs
dufheid	'dYf-hE+t
ruiltruc	'rY+l-trYk
schaakster	'sxak-st@r
geschiedenisinteresse	x@-'sxi-d@-ni-sIn-t@-rE-s@
onderwateropname	On-d@r-'wa-t@r-Op-na-m@
paraffinekaars	pa-rA-'fi-n@-kars
accounting	A-'kA+n-tIN
bollenwinkel	'bO-l@n-wIN-k@l
geoefendheid	x@-'u-f@nt-hE+t
dealer	'di-l@r
likdorenzalf	'lIg-do-r@n-zAlf
latei	la-'tE+
lappendeken	'lA-p@-de-k@
waalsteen	'wal-sten
vliegroute	'vliG-ru-t@
steenslagweg	'sten-slAG-wEx
kinderjuf	'kIn-d@r-jYf
ijl	'E+l
uitdenker	'Y+-dEN-k@r
actor	'Ak-tOr
pluralisvorm	ply-'ra-l@s-fOrm
berehonger	'be-r@-hO-N@r
zondagmorgen	'zOn-dAG-mOr-G@
oud-militair	'A+t-mi-li-'tE:r
gymnastiekleraar	'xIm-nAs-tik-le-rar
kettingzij	'kE-tIN-zE+
koerse	'kur-s@
fluistering	'flY+s-t@-rIN
skippybal	'skI-pi-bAl
fed-cup	Ef-e-de-'kYp
pen	'pEn
spreidsprong	'sprE+t-sprON
spoelkant	'spul-kAnt
zuurzakboom	'zyr-zAg-bom
suikerbeet	'sY+-k@r-bet
magazijnier	mA-Ga-zE+-'nir
paleografie	pa-le-jo-Gra-'fi
schets	'sxEts
cameravrouw	'ka-m@-ra-vrA+w
addervaren	'A-d@r-va-r@
planningstechniek	'plE-nINs-tEx-nik
havendam	'ha-v@n-dAm
snel-belg-wet	'snEl-'bElx-'wEt
ruiming	'rY+-mIN
onderkomeling	'On-d@r-ko-m@-lIN
derdemachtswortel	'dEr-d@-mAxts-wOr-t@l
kratermond	'kra-t@r-mOnt
baritonzanger	'ba-ri-tOn-zA-N@r
schrijfvaardigheid	sxrE+-'far-d@x-hE+t
zeemlap	'zem-lAp
waarheidsbegeerte	war-hE+tz-b@-'Ger-t@
carri&egrave;remaker	kA-ri-'jE:-r@-ma-k@r
rekwisitie	re-kwi-'si-tsi
toop	'top
massificatie	mA-si-fi-'ka-tsi
platzee	'plAt-se
klassenanalyse	'klA-s@-a-na-li-z@
oud-doelman	'A+t-'dul-mAn
soepuitdeling	'sup-Y+-de-lIN
vrachtvaarder	'vrAxt-far-d@r
personeelsbeoordeling	'pEr-so-nelz-b@-or-de-lIN
slotval	'slOt-fAl
dubbelfinale	'dY-b@-lfi-na-l@
schram	'sxrAm
halvemaan	hAl-v@-'man
marmelade	mAr-m@-'la-d@
godsdienstfilosofie	'xOdz-dinst-fi-lo-so-fi
fonofoor	fo-no-'for
abdicatie	Ab-di-'ka-tsi
trappartij	'trA-pAr-tE+
nettenmaker	'nE-t@-ma-k@r
rijgnaad	'rE+G-nat
gedraging	x@-'dra-GIN
schrap	'sxrAp
straalverbinding	'stral-v@r-bIn-dIN
fossielenjager	fO-'si-l@-ja-G@r
speksnijder	'spEk-snE+-d@r
mastkorf	'mAst-kOrf
megakater	me-Ga-'ka-t@r
kijkrichting	'kE+k-rIx-tIN
karakterstoornis	ka-'rAk-t@r-stor-nIs
rookworst	'rok-wOrst
aanpersing	'am-pEr-sIN
beeldtrommel	'bel-trO-m@l
epicondylitis	e-pi-kOn-di-'li-t@s
overheidsdienstverlening	'o-v@r-hE+tz-dins-tf@r-le-nIN
erosie	e-'ro-zi
zeephelling	'zep-hE-lIN
forellenkwekerij	fo-'rE-l@-kwe-k@-'rE+
brtn-leiding	'be-jEr-te-'jEn-lE+-dIN
vliegtuigmaatschappij	'vlix-tY+x-mat-sxA-pE+
trapkruk	'trAp-krYk
boerenbevolking	'bu-r@m-b@-vOl-kIN
berijdster	b@-'rE+t-st@r
mulheid	'mYl-hE+t
carri&egrave;rejaagster	kA-ri-'jE:-r@-jax-st@r
catechumeen	kA-t@-xy-'men
wentelsteen	'wEn-t@l-sten
landszaak	'lAnt-sak
flambard	flAm-'bar
sluitband	'slY+d-bAnt
klepafsluiter	'klEp-Af-slY+-t@r
evenementenbeurs	e-v@-n@-'mEn-t@m-b2rs
kortingsreis	'kOr-tIN-srE+s
vleeswaar	'vles-war
stamboom	'stAm-bom
mokerslag	'mo-k@r-slAx
traplift	trAp-'lIft
apatridie	a-pa-tri-'di
linkerhand	'lIN-k@r-hAnt
klachtenbehandeling	'klAx-t@m-b@-hAn-d@-lIN
boobytrap	'bu-bi-trEp
cumuluswolk	'ky-my-lYs-wOlk
invoeging	'In-vu-GIN
werkgelegenheidsplan	wErk-x@-'le-G@-hE+ts-plAn
cherubijn	xe-ry-'bE+n
magneetspoel	mAG-'net-spul
taaldocent	tal-do-'sEnt
burgerkleding	'bYr-G@r-kle-dIN
necessiteit	nE-sE-si-'tE+t
personeelsingang	pEr-so-'nels-IN-GAN
opruim	'Op-rY+m
emc-apparatuur	e-Em-se-A-pa-ra-'tyr
basisformule	'ba-z@s-fOr-my-l@
semi-halfautomaat	'se-mi-'hAl-fA+-to-mat
troonopvolgster	'tron-Op-fOlx-st@r
wasruimte	'wAs-rY+m-t@
trawant	tra-'wAnt
musicalwereld	my-zi-'kAl-w@-r@lt
steunzender	'st2n-zEn-d@r
stilton	'stIl-t@n
namaakmens	'na-mak-mEns
vraag	'vrax
last-minutedinges	'lAst-mi-'ny-te-dI-N@s
homo-adoptie	'ho-mo-a-'dOp-si
beschouwingswijze	b@-'sxA+-wINs-wE+-z@
daghandelaar	'dAx-hAn-d@-lar
meetketting	'met-kE-tIN
sukkelgang	'sY-k@l-GAN
kalmoes	'kAl-mus
ogenbedrieger	'o-G@m-b@-dri-G@r
kaart	'kart
klimaatconferentie	kli-'mat-kOn-f@-rEn-si
isomorf	i-so-'mOrf
kaars	'kars
baardhaar	'bart-har
runderpest	'rYn-d@r-pEst
schaakgrootmeester	'sxak-xrot-mes-t@r
brandweerwagen	'brAnd-wer-wa-G@
verkleedkist	v@r-'klet-kIst
kruidnagelthee	'krY+t-na-GEl-te
teak	'tik
kaard	'kart
zweetpoeder	'zwet-pu-d@r
contractvrijheid	kOn-'trAkt-frE+-hE+t
gelukzak	x@-'lYk-sAk
identiteitskaart	i-dEn-ti-'tE+ts-kart
sjor	'SOr
rouwvlinder	'rA+w-vlIn-d@r
pijpzak	'pE+p-sAk
tuinsproeier	'tY+n-spru-j@r
trawler	'trO:-l@r
dwarskop	'dwArs-kOp
luchtbezoedeling	'lYxd-b@-zu-d@-lIN
zaai	'zaj
taalgeschiedenis	'tal-G@-sxi-d@-nIs
karaktervorming	ka-'rAk-t@r-vOr-mIN
haastklus	'hast-klYs
materiaalleer	ma-te-ri-'ja-ler
zonneschijf	'zO-n@-sxE+f
demografie	de-mo-Gra-'fi
grondwettigheid	xrOnd-'wE-t@x-hE+t
catatonie	kA-ta-to-'ni
mededinging	'me-d@-dI-NIN
boomhagedis	'bom-ha-G@-dIs
plichtsbetrachting	'plIGdz-b@-trAx-tIN
vlegel	'vle-G@l
teerketel	'ter-ke-t@l
kostenplaats	'kOs-t@-plats
persvoorstelling	'pErs-for-stE-lIN
incubator	IN-ky-'ba-tOr
hemartrose	he-mAr-'tro-z@
tijdtafel	'tE+-ta-f@l
autobak	A+-to-'bAk
bromfietsband	brOm-'fitz-bAnt
perskamer	'pErs-ka-m@r
mestverwerking	'mEst-f@r-wEr-kIN
ijsschots	'E+-sxOts
bovenkerk	'bo-v@-kErk
melkreep	'mElk-rep
muurpeper	'myr-pe-p@r
canaille	ka-'nA-j@
superwinst	'sy-p@r-wInst
v-snaar	've-snar
eerroof	'e-rof
leerrede	'le-re-d@
trot	'trOt
gospelmuziek	'xOs-p@l-my-zik
verzoeningspolitiek	v@r-'zu-nINs-po-li-tik
schrede	'sxre-d@
standaardband	stAn-'dard-bAnt
suikerlepel	'sY+-k@r-le-p@l
opruststelling	'Op-rYst-stE-lIN
eenvoud	'en-vA+t
verstoeling	v@r-'stu-lIN
disgenote	'dIs-x@-no-t@
bouwvergunning	'bA+w-v@r-GY-nIN
sierlijkheid	'sir-l@k-hE+t
vlakheid	'vlAk-hE+t
sproeier	'spru-j@r
rafttocht	'rAf-tOxt
lidkaart	'lIt-kart
paardenkop	'par-d@-kOp
nopjesplaat	'nOp-j@s-plat
startlijn	'stArt-lE+n
centime	sEn-'tim
lagerhand	'la-G@r-hAnt
exobioloog	'Ek-so-bi-jo-lox
nitroglycerine	'ni-tro-Gli-s@-ri-n@
bezettingsgraad	b@-'zE-tINs-xrat
leging	'le-GIN
gravering	xra-'ve-rIN
staatsgrens	'stat-sxrEns
spreilat	'sprE+-lAt
markthal	'mArkt-hAl
konmar-nieuwe-stijl	'kO-mAr-'ni-w@-'stE+l
plafonlamp	pla-'fOn-lAmp
theatershow	te-'ja-t@rs-hOw
bergvakantie	bErx-fa-'kAn-si
servomotor	'sEr-vo-mo-tOr
pyrogenese	pi-ro-G@-'ne-z@
signaalfunctie	sI-'Jal-fYNk-si
wapenknecht	'wa-p@N-knExt
aanvoering	'an-vu-rIN
programmabrochure	'prOx-rA-mAp-rO-Sy-r@
hobbelstoel	'hO-b@l-stul
tenietdoening	t@-'ni-du-nIN
baspartij	'bAs-pAr-tE+
kortegolfontvangst	kOr-t@-'GOlf-Ont-fANst
rasego&iuml;st	'rAz-e-Go-wIst
sirenenzang	si-'re-n@-zAN
bergahorn	'bErG-a-hOrn
easdaq-beurs	'iz-dEk
aanrechtbank	'an-rEGd-bANk
muntsanering	'mYnt-sa-ne-rIN
gedragscode	x@-'drAxs-ko-d@
vervallenverklaring	v@r-'vA-l@-v@r-kla-rIN
schrijfsituatie	'sxrE+f-si-ty-wa-tsi
mannetjesmus	'mA-n@-tj@s-mYs
krijgsgeschiedenis	'krE+xs-x@-sxi-d@-nIs
vlamreactie	'vlAm-re-jAk-si
affirmatie	A-fIr-'ma-tsi
paukenist	pA+-k@-'nIst
korfbal	'kOrv-bAl
deelbewerking	'del-b@-wEr-kIN
tussenletter	'tY-s@n-lE-t@r
vietnamoorlog	'vit-na-mor-lOx
gemoedsaandoening	x@-'muts-an-du-nIN
ranja	'rA-Ja
schapenkooi	'sxa-p@-koj
vertelgrap	v@r-'tEl-GrAp
tussenbalanspas	'tY-s@-ba-lAns-pAs
dwangmedicatie	'dwAN-me-di-ka-tsi
efendi	e-'fEn-di
wolvenkop	'wOl-v@N-kOp
kapiteinsrang	kA-pi-'tE+ns-rAN
voorloop	'vor-lop
colposcoop	kOl-po-'skop
luchtmatras	'lYxt-mAt-rAs
neomarxist	ne-jo-mArk-'sIst
waarnemingssatelliet	'war-ne-mIN-sa-t@-lit
ruimtevlucht	'rY+m-t@-vlYxt
machtstegenstelling	'mAxts-te-G@-stE-lIN
paardenworst	'par-d@-wOrst
krantenkolom	'krAn-t@-ko-lOm
liefdespo&euml;zie	'liv-d@s-po-we-zi
comparant	kOm-pa-'rAnt
bedrijfsdirecteur	b@-'drE+vz-di-rEk-t2r
zalm-norm	'zAlm-nOrm
moslimland	'mOs-lIm-lAnt
jobkrant	'jOp-krAnt
hoogleraarspost	'hox-le-rars-pOst
terpenstructuur	'tEr-p@s-trYk-tyr
voortreffelijkheid	vor-'trE-f@-l@k-hE+t
mimiset	'mi-mi-sEt
astmapati&euml;nt	'Ast-ma-pA-SEnt
simulatorassistent	si-my-la-to-rA-sIs-'tEnt
hardboardplaat	'hArd-bO:rt-plat
schaatster	'sxat-st@r
valutamarkt	va-'ly-ta-mArkt
reprise	r@-'pri-s@
galappel	'xAl-A-p@l
informatiebeurs	In-fOr-'mat-si-b2rs
achtkleurendisplay	'Axt-kl2-r@n-dIs-plAj
postbus	'pOzd-bYs
voorspeller	vor-'spE-l@r
cyaankalicapsule	si-jaN-'ka-li-kAp-sy-l@
tautologie	tA+-to-lo-'Gi
straftenuitvoerlegging	'strAf-t@-nY+t-fur-lE-GIN
politiemacht	po-'li-tsi-mAxt
gemeenschapsmens	x@-'men-sxAps-mEns
goudgroef	'xA+t-xruf
vernieuwingstendens	v@r-'ni-wINs-tEn-dEns
voormiddag	vor-'mI-dAx
suikertang	'sY+-k@r-tAN
uitvalspoort	'Y+t-fAls-port
pulverisator	pYl-v@-ri-'sa-tOr
pijpjesmuts	'pE+p-j@s-mYts
bokspartij	'bOks-pAr-tE+
biomelk	bi-jo-'mElk
geslachtelijkheid	x@-'slAx-t@-l@k-hE+t
openingsbalans	'o-p@-nINz-ba-lAns
nonkel	'nON-k@l
voorspelbaarheid	vor-'spEl-bar-hE+t
descriptor	dEs-'krIp-tOr
herverfransing	'hEr-v@r-frAn-sIN
leadzangeres	le-jAt-'sA-N@-rEs
dubbelpartner	'dY-b@-lpArt-nEr
fandango	fAn-'dAN-go
indamming	'In-dA-mIN
praattafel	'pra-ta-f@l
boomleeuwerik	'bom-le-w@-rIk
eenpartijstaat	'em-pAr-tE+s-tat
stopzij	'stOp-sE+
hoofdkelner	'hoft-kEl-n@r
knipseldienst	'knIp-s@l-dinst
kerkpatrones	'kErk-pA-tro-nEs
oliekruik	'o-li-krY+k
waarzegkunst	'war-zEx-kYnst
mobiliteitsregeling	mo-bi-li-'tE+t-sre-G@-lIN
verdelgingsoorlog	v@r-'dEl-GINs-or-lOx
mansmoeder	'mAns-mu-d@r
intransigent	In-trAn-si-'GEnt
strijdvaardigheid	strE+t-'far-d@x-hE+t
raketbom	ra-'kEd-bOm
fall-out	fO:l-'A+t
tiran	ti-'rAn
onverteerbaarheid	On-v@r-'ter-bar-hE+t
kettingroker	'kE-tIN-ro-k@r
internetverbinding	'In-t@r-nEt-f@r-bIn-dIN
boic-voorzitter	'be-jo-wi-'se-vor-zI-t@r
diaprojector	'di-ja-pro-jEk-tOr
prikplank	'prIk-plANk
winter	'wIn-t@r
pachter	'pAx-t@r
liefdesdrank	'liv-d@z-drANk
isocline	i-so-'kli-n@
oudjaarsavond	'A+d-jar-sa-vOnt
carpoolparking	kAr-'pol-pAr-kIN
liniaal	li-ni-'jal
boerenkalk	'bu-r@-kAlk
olie-export	'o-li-Eks-pOrt
shellkenner	'SEl-kE-n@r
geloofsvervolging	x@-'lofs-f@r-vOl-GIN
kristalsoda	krIs-'tAl-so-da
knobbelziekte	'knO-b@l-zik-t@
frankeermachine	frAN-'ker-mA-Si-n@
doopbelofte	'do-b@-lOf-t@
droogkamer	'drox-ka-m@r
noodslachter	'not-slAx-t@r
autoriteit	A+-to-ri-'tE+t
vertelwijze	'vEr-t@l-wE+-z@
stoppelklaver	'stO-p@l-kla-v@r
jazz	'dZEs
sauspan	'sA+s-pAn
gebruikersorganisatie	x@-'brY+-k@rs-Or-Ga-ni-za-tsi
rameevezel	'ra-me-ve-z@l
wire-recorder	'wAj-ri-kO:r-d@r
spot	'spOt
antitekenspray	An-ti-'te-k@s-prAj
uitleenbibliotheek	'Y+t-lem-bi-bli-jo-tek
levenskans	'le-v@s-kAns
dato	'da-to
hindernisbaan	'hIn-d@r-nIz-ban
schroefbacterie	'sxruv-bAk-te-ri
februariavond	fe-bry-'wa-ri-a-vOnt
